KO.y,cluster,KO,Description,Category,Family,KO.y,Name,Pathway
ko01220,NVE13938,K00002,AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Metabolism,Overview,ko01220,"AKR1A1, adh, alcohol dehydrogenase (NADP+)",01220 Degradation of aromatic compounds
ko05016,NVE6898,K11830,"TFAM; transcription factor A, mitochondrial",Human Diseases,Neurodegenerative diseases,ko05016,"TFAM, MTTFA, transcription factor A,",05016 Huntingtonps disease
ko03460,NVE9146,K11832,USP1; ubiquitin carboxyl-terminal hydrolase 1 [EC:3.4.19.12],Genetic Information Processing,Replication and repair,ko03460,"USP1, ubiquitin carboxyl-terminal hydrolase 1",03460 Fanconi anemia pathway
ko04068,NVE9149,K11838,USP7; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12],Environmental Information Processing,Signal transduction,ko04068,"USP7, UBP15, ubiquitin carboxyl-terminal hydrolase 7",04068 FoxO signaling pathway
ko05203,NVE9149,K11838,USP7; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12],Human Diseases,Cancers,ko05203,"USP7, UBP15, ubiquitin carboxyl-terminal hydrolase 7",05203 Viral carcinogenesis
ko05168,NVE9149,K11838,USP7; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12],Human Diseases,Infectious diseases,ko05168,"USP7, UBP15, ubiquitin carboxyl-terminal hydrolase 7",05168 Herpes simplex infection
ko05169,NVE9149,K11838,USP7; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12],Human Diseases,Infectious diseases,ko05169,"USP7, UBP15, ubiquitin carboxyl-terminal hydrolase 7",05169 Epstein-Barr virus infection
ko04144,NVE5933,K11839,USP8; ubiquitin carboxyl-terminal hydrolase 8 [EC:3.4.19.12],Cellular Processes,Transport and catabolism,ko04144,"USP8, UBP5, ubiquitin carboxyl-terminal hydrolase 8",04144 Endocytosis
ko04137,NVE5933,K11839,USP8; ubiquitin carboxyl-terminal hydrolase 8 [EC:3.4.19.12],Cellular Processes,Transport and catabolism,ko04137,"USP8, UBP5, ubiquitin carboxyl-terminal hydrolase 8",04137 Mitophagy - animal
ko04144,NVE5934,K11839,USP8; ubiquitin carboxyl-terminal hydrolase 8 [EC:3.4.19.12],Cellular Processes,Transport and catabolism,ko04144,"USP8, UBP5, ubiquitin carboxyl-terminal hydrolase 8",04144 Endocytosis
ko04137,NVE5934,K11839,USP8; ubiquitin carboxyl-terminal hydrolase 8 [EC:3.4.19.12],Cellular Processes,Transport and catabolism,ko04137,"USP8, UBP5, ubiquitin carboxyl-terminal hydrolase 8",04137 Mitophagy - animal
ko04139,NVE18181,K11841,USP10; ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12],Cellular Processes,Transport and catabolism,ko04139,"USP10, UBP3, ubiquitin carboxyl-terminal hydrolase 10",04139 Mitophagy - yeast
ko04139,NVE24641,K11841,USP10; ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12],Cellular Processes,Transport and catabolism,ko04139,"USP10, UBP3, ubiquitin carboxyl-terminal hydrolase 10",04139 Mitophagy - yeast
ko04657,NVE11187,K11849,USP25; ubiquitin carboxyl-terminal hydrolase 25 [EC:3.4.19.12],Organismal Systems,Immune system,ko04657,"USP25, ubiquitin carboxyl-terminal hydrolase 25",04657 IL-17 signaling pathway
ko04137,NVE15546,K11851,USP30; ubiquitin carboxyl-terminal hydrolase 30 [EC:3.4.19.12],Cellular Processes,Transport and catabolism,ko04137,"USP30, ubiquitin carboxyl-terminal hydrolase 30",04137 Mitophagy - animal
ko04141,NVE3780,K11863,ATXN3; Ataxin-3 [EC:3.4.22.-],Genetic Information Processing,"Folding, sorting and degradation",ko04141,"ATXN3, MJD, Ataxin-3",04141 Protein processing in endoplasmic reticulum
ko03008,NVE8854,K11883,NOB1; RNA-binding protein NOB1,Genetic Information Processing,Translation,ko03008,"NOB1, RNA-binding protein NOB1",03008 Ribosome biogenesis in eukaryotes
ko03018,NVE10314,K11927,rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13],Genetic Information Processing,"Folding, sorting and degradation",ko03018,"rhlE, ATP-dependent RNA helicase RhlE",03018 RNA degradation
ko04217,NVE8875,K11974,RNF31; E3 ubiquitin-protein ligase RNF31 [EC:2.3.2.31],Cellular Processes,Cell growth and death,ko04217,"RNF31, HOIP, E3 ubiquitin-protein ligase RNF31",04217 Necroptosis
ko04621,NVE8875,K11974,RNF31; E3 ubiquitin-protein ligase RNF31 [EC:2.3.2.31],Organismal Systems,Immune system,ko04621,"RNF31, HOIP, E3 ubiquitin-protein ligase RNF31",04621 NOD-like receptor signaling pathway
ko04144,NVE12951,K11981,RNF41; E3 ubiquitin-protein ligase NRDP1 [EC:2.3.2.27],Cellular Processes,Transport and catabolism,ko04144,"RNF41, NRDP1, E3 ubiquitin-protein ligase NRDP1",04144 Endocytosis
ko04144,NVE9144,K11981,RNF41; E3 ubiquitin-protein ligase NRDP1 [EC:2.3.2.27],Cellular Processes,Transport and catabolism,ko04144,"RNF41, NRDP1, E3 ubiquitin-protein ligase NRDP1",04144 Endocytosis
ko04144,NVE6895,K11981,RNF41; E3 ubiquitin-protein ligase NRDP1 [EC:2.3.2.27],Cellular Processes,Transport and catabolism,ko04144,"RNF41, NRDP1, E3 ubiquitin-protein ligase NRDP1",04144 Endocytosis
ko03040,NVE4027,K11984,SART1; U4/U6.U5 tri-snRNP-associated protein 1,Genetic Information Processing,Transcription,ko03040,"SART1, HAF, SNU66, U4/U6.U5 tri-snRNP-associated protein 1",03040 Spliceosome
ko04340,NVE6291,K11989,IHH; indian hedgehog,Environmental Information Processing,Signal transduction,ko04340,"IHH, indian hedgehog",04340 Hedgehog signaling pathway
ko05205,NVE6291,K11989,IHH; indian hedgehog,Human Diseases,Cancers,ko05205,"IHH, indian hedgehog",05205 Proteoglycans in cancer
ko04340,NVE18028,K11989,IHH; indian hedgehog,Environmental Information Processing,Signal transduction,ko04340,"IHH, indian hedgehog",04340 Hedgehog signaling pathway
ko05205,NVE18028,K11989,IHH; indian hedgehog,Human Diseases,Cancers,ko05205,"IHH, indian hedgehog",05205 Proteoglycans in cancer
ko05206,NVE12378,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE5778,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE22818,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE13305,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE4484,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE2193,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE10008,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE3921,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE2153,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE23013,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE22283,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE21069,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE17611,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE4695,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE23127,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE2194,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE7452,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE4941,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko05206,NVE6005,K12035,TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27],Human Diseases,Cancers,ko05206,"TRIM71, tripartite motif-containing protein 71",05206 MicroRNAs in cancer
ko00052,NVE12195,K12047,MGAM; maltase-glucoamylase [EC:3.2.1.20 3.2.1.3],Metabolism,Carbohydrate metabolism,ko00052,"MGAM, maltase-glucoamylase",00052 Galactose metabolism
ko00500,NVE12195,K12047,MGAM; maltase-glucoamylase [EC:3.2.1.20 3.2.1.3],Metabolism,Carbohydrate metabolism,ko00500,"MGAM, maltase-glucoamylase",00500 Starch and sucrose metabolism
ko04973,NVE12195,K12047,MGAM; maltase-glucoamylase [EC:3.2.1.20 3.2.1.3],Organismal Systems,Digestive system,ko04973,"MGAM, maltase-glucoamylase",04973 Carbohydrate digestion and absorption
ko03013,NVE11357,K12160,SUMO; small ubiquitin-related modifier,Genetic Information Processing,Translation,ko03013,"SUMO, SMT3, small ubiquitin-related modifier",03013 RNA transport
ko05418,NVE11357,K12160,SUMO; small ubiquitin-related modifier,Human Diseases,Cardiovascular diseases,ko05418,"SUMO, SMT3, small ubiquitin-related modifier",05418 Fluid shear stress and atherosclerosis
ko03013,NVE3142,K12172,RANBP2; E3 SUMO-protein ligase RanBP2,Genetic Information Processing,Translation,ko03013,"RANBP2, NUP358, E3 SUMO-protein ligase RanBP2",03013 RNA transport
ko03013,NVE3140,K12172,RANBP2; E3 SUMO-protein ligase RanBP2,Genetic Information Processing,Translation,ko03013,"RANBP2, NUP358, E3 SUMO-protein ligase RanBP2",03013 RNA transport
ko03013,NVE3141,K12172,RANBP2; E3 SUMO-protein ligase RanBP2,Genetic Information Processing,Translation,ko03013,"RANBP2, NUP358, E3 SUMO-protein ligase RanBP2",03013 RNA transport
ko03440,NVE11961,K12173,BRE; BRCA1-A complex subunit BRE,Genetic Information Processing,Replication and repair,ko03440,"BRE, BRCC45, BRCA1-A complex subunit BRE",03440 Homologous recombination
ko04144,NVE14581,K12182,HGS; hepatocyte growth factor-regulated tyrosine kinase substrate,Cellular Processes,Transport and catabolism,ko04144,"HGS, HRS, VPS27, hepatocyte",04144 Endocytosis
ko04145,NVE14581,K12182,HGS; hepatocyte growth factor-regulated tyrosine kinase substrate,Cellular Processes,Transport and catabolism,ko04145,"HGS, HRS, VPS27, hepatocyte",04145 Phagosome
ko04144,NVE888,K12183,TSG101; ESCRT-I complex subunit TSG101,Cellular Processes,Transport and catabolism,ko04144,"TSG101, STP22, VPS23, ESCRT-I",04144 Endocytosis
ko04144,NVE17795,K12184,VPS28; ESCRT-I complex subunit VPS28,Cellular Processes,Transport and catabolism,ko04144,"VPS28, ESCRT-I complex subunit",04144 Endocytosis
ko04144,NVE13401,K12185,VPS37; ESCRT-I complex subunit VPS37,Cellular Processes,Transport and catabolism,ko04144,"VPS37, ESCRT-I complex subunit",04144 Endocytosis
ko04144,NVE15027,K12185,VPS37; ESCRT-I complex subunit VPS37,Cellular Processes,Transport and catabolism,ko04144,"VPS37, ESCRT-I complex subunit",04144 Endocytosis
ko04144,NVE6987,K12186,FAM125; ESCRT-I complex subunit MVB12,Cellular Processes,Transport and catabolism,ko04144,"FAM125, ESCRT-I complex subunit",04144 Endocytosis
ko04144,NVE18986,K12188,SNF8; ESCRT-II complex subunit VPS22,Cellular Processes,Transport and catabolism,ko04144,"SNF8, EAP30, ESCRT-II complex",04144 Endocytosis
ko04144,NVE11243,K12189,VPS25; ESCRT-II complex subunit VPS25,Cellular Processes,Transport and catabolism,ko04144,"VPS25, EAP20, ESCRT-II complex",04144 Endocytosis
ko04144,NVE15745,K12190,VPS36; ESCRT-II complex subunit VPS36,Cellular Processes,Transport and catabolism,ko04144,"VPS36, EAP45, ESCRT-II complex",04144 Endocytosis
ko04144,NVE18071,K12191,CHMP2A; charged multivesicular body protein 2A,Cellular Processes,Transport and catabolism,ko04144,"CHMP2A, charged multivesicular body",04144 Endocytosis
ko04217,NVE18071,K12191,CHMP2A; charged multivesicular body protein 2A,Cellular Processes,Cell growth and death,ko04217,"CHMP2A, charged multivesicular",04217 Necroptosis
ko04144,NVE21523,K12192,CHMP2B; charged multivesicular body protein 2B,Cellular Processes,Transport and catabolism,ko04144,"CHMP2B, charged multivesicular body",04144 Endocytosis
ko04217,NVE21523,K12192,CHMP2B; charged multivesicular body protein 2B,Cellular Processes,Cell growth and death,ko04217,"CHMP2B, charged multivesicular",04217 Necroptosis
ko04144,NVE10083,K12193,VPS24; charged multivesicular body protein 3,Cellular Processes,Transport and catabolism,ko04144,"VPS24, CHMP3, charged multivesicular",04144 Endocytosis
ko04217,NVE10083,K12193,VPS24; charged multivesicular body protein 3,Cellular Processes,Cell growth and death,ko04217,"VPS24, CHMP3, charged",04217 Necroptosis
ko04144,NVE3847,K12194,CHMP4; charged multivesicular body protein 4,Cellular Processes,Transport and catabolism,ko04144,"CHMP4, SNF7, VPS32, charged",04144 Endocytosis
ko04217,NVE3847,K12194,CHMP4; charged multivesicular body protein 4,Cellular Processes,Cell growth and death,ko04217,"CHMP4, SNF7, VPS32,",04217 Necroptosis
ko04144,NVE416,K12195,CHMP6; charged multivesicular body protein 6,Cellular Processes,Transport and catabolism,ko04144,"CHMP6, VPS20, charged multivesicular",04144 Endocytosis
ko04217,NVE416,K12195,CHMP6; charged multivesicular body protein 6,Cellular Processes,Cell growth and death,ko04217,"CHMP6, VPS20, charged",04217 Necroptosis
ko04144,NVE23468,K12197,CHMP1; charged multivesicular body protein 1,Cellular Processes,Transport and catabolism,ko04144,"CHMP1, VPS46, DID2, charged",04144 Endocytosis
ko04217,NVE23468,K12197,CHMP1; charged multivesicular body protein 1,Cellular Processes,Cell growth and death,ko04217,"CHMP1, VPS46, DID2,",04217 Necroptosis
ko04144,NVE10650,K12197,CHMP1; charged multivesicular body protein 1,Cellular Processes,Transport and catabolism,ko04144,"CHMP1, VPS46, DID2, charged",04144 Endocytosis
ko04217,NVE10650,K12197,CHMP1; charged multivesicular body protein 1,Cellular Processes,Cell growth and death,ko04217,"CHMP1, VPS46, DID2,",04217 Necroptosis
ko04144,NVE11257,K12200,PDCD6IP; programmed cell death 6-interacting protein,Cellular Processes,Transport and catabolism,ko04144,"PDCD6IP, ALIX, RIM20, programmed",04144 Endocytosis
ko04662,NVE10508,K12229,DAPP1; dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,Organismal Systems,Immune system,ko04662,"DAPP1, BAM32, dual adapter for",04662 B cell receptor signaling pathway
ko04662,NVE17632,K12229,DAPP1; dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,Organismal Systems,Immune system,ko04662,"DAPP1, BAM32, dual adapter for",04662 B cell receptor signaling pathway
ko04151,NVE23339,K12230,PIK3AP1; phosphoinositide 3-kinase adapter protein 1,Environmental Information Processing,Signal transduction,ko04151,"PIK3AP1, BCAP, phosphoinositide 3-kinase",04151 PI3K-Akt signaling pathway
ko04662,NVE23339,K12230,PIK3AP1; phosphoinositide 3-kinase adapter protein 1,Organismal Systems,Immune system,ko04662,"PIK3AP1, BCAP, phosphoinositide 3-kinase adapter protein 1",04662 B cell receptor signaling pathway
ko00260,NVE14014,K12235,SRR; serine racemase [EC:5.1.1.18],Metabolism,Amino acid metabolism,ko00260,"SRR, serine racemase","00260 Glycine, serine and threonine metabolism"
ko00330,NVE13555,K12259,SMOX; spermine oxidase [EC:1.5.3.16 1.5.3.-],Metabolism,Amino acid metabolism,ko00330,"SMOX, PAO5, spermine oxidase",00330 Arginine and proline metabolism
ko00410,NVE13555,K12259,SMOX; spermine oxidase [EC:1.5.3.16 1.5.3.-],Metabolism,Metabolism of other amino acids,ko00410,"SMOX, PAO5, spermine oxidase",00410 beta-Alanine metabolism
ko04146,NVE3623,K12261,HACL1; 2-hydroxyacyl-CoA lyase 1 [EC:4.1.-.-],Cellular Processes,Transport and catabolism,ko04146,"HACL1, 2-hydroxyacyl-CoA lyase 1",04146 Peroxisome
ko03060,NVE1311,K12275,SEC62; translocation protein SEC62,Genetic Information Processing,"Folding, sorting and degradation",ko03060,"SEC62, translocation protein SEC62",03060 Protein export
ko04141,NVE1311,K12275,SEC62; translocation protein SEC62,Genetic Information Processing,"Folding, sorting and degradation",ko04141,"SEC62, translocation protein SEC62",04141 Protein processing in endoplasmic reticulum
ko04142,NVE12518,K12301,"SLC17A5; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5",Cellular Processes,Transport and catabolism,ko04142,"SLC17A5, MFS transporter,",04142 Lysosome
ko04142,NVE10158,K12301,"SLC17A5; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5",Cellular Processes,Transport and catabolism,ko04142,"SLC17A5, MFS transporter,",04142 Lysosome
ko04724,NVE20933,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04724,"SLC17A6_7_8, MFS transporter,",04724 Glutamatergic synapse
ko04723,NVE20933,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04723,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",04723 Retrograde endocannabinoid signaling
ko04721,NVE20933,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04721,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",04721 Synaptic vesicle cycle
ko05033,NVE20933,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Human Diseases,Substance dependence,ko05033,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",05033 Nicotine addiction
ko04724,NVE17787,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04724,"SLC17A6_7_8, MFS transporter,",04724 Glutamatergic synapse
ko04723,NVE17787,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04723,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",04723 Retrograde endocannabinoid signaling
ko04721,NVE17787,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04721,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",04721 Synaptic vesicle cycle
ko05033,NVE17787,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Human Diseases,Substance dependence,ko05033,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",05033 Nicotine addiction
ko04724,NVE15610,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04724,"SLC17A6_7_8, MFS transporter,",04724 Glutamatergic synapse
ko04723,NVE15610,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04723,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",04723 Retrograde endocannabinoid signaling
ko04721,NVE15610,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Organismal Systems,Nervous system,ko04721,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",04721 Synaptic vesicle cycle
ko05033,NVE15610,K12302,"SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",Human Diseases,Substance dependence,ko05033,"SLC17A6_7_8, MFS transporter, ACS family, solute carrier",05033 Nicotine addiction
ko00230,NVE16945,K12304,CANT1; soluble calcium-activated nucleotidase 1 [EC:3.6.1.6],Metabolism,Nucleotide metabolism,ko00230,"CANT1, soluble calcium-activated nucleotidase 1",00230 Purine metabolism
ko00240,NVE16945,K12304,CANT1; soluble calcium-activated nucleotidase 1 [EC:3.6.1.6],Metabolism,Nucleotide metabolism,ko00240,"CANT1, soluble calcium-activated nucleotidase 1",00240 Pyrimidine metabolism
ko00230,NVE2112,K12305,ENTPD4; ectonucleoside triphosphate diphosphohydrolase 4 [EC:3.6.1.6],Metabolism,Nucleotide metabolism,ko00230,"ENTPD4, LALP70, ectonucleoside triphosphate diphosphohydrolase 4",00230 Purine metabolism
ko00240,NVE2112,K12305,ENTPD4; ectonucleoside triphosphate diphosphohydrolase 4 [EC:3.6.1.6],Metabolism,Nucleotide metabolism,ko00240,"ENTPD4, LALP70, ectonucleoside triphosphate diphosphohydrolase 4",00240 Pyrimidine metabolism
ko04142,NVE2112,K12305,ENTPD4; ectonucleoside triphosphate diphosphohydrolase 4 [EC:3.6.1.6],Cellular Processes,Transport and catabolism,ko04142,"ENTPD4, LALP70, ectonucleoside triphosphate diphosphohydrolase 4",04142 Lysosome
ko04142,NVE8104,K12307,"MSFD8; MFS transporter, ceroid-lipofuscinosis neuronal protein 7",Cellular Processes,Transport and catabolism,ko04142,"MSFD8, CLN7, MFS transporter, ceroid-lipofuscinosis neuronal",04142 Lysosome
ko00052,NVE9969,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Carbohydrate metabolism,ko00052,"GLB1, ELNR1, beta-galactosidase",00052 Galactose metabolism
ko00600,NVE9969,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Lipid metabolism,ko00600,"GLB1, ELNR1, beta-galactosidase",00600 Sphingolipid metabolism
ko00531,NVE9969,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00531,"GLB1, ELNR1, beta-galactosidase",00531 Glycosaminoglycan degradation
ko00604,NVE9969,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00604,"GLB1, ELNR1, beta-galactosidase",00604 Glycosphingolipid biosynthesis - ganglio series
ko00511,NVE9969,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00511,"GLB1, ELNR1, beta-galactosidase",00511 Other glycan degradation
ko04142,NVE9969,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Cellular Processes,Transport and catabolism,ko04142,"GLB1, ELNR1, beta-galactosidase",04142 Lysosome
ko00052,NVE25677,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Carbohydrate metabolism,ko00052,"GLB1, ELNR1, beta-galactosidase",00052 Galactose metabolism
ko00600,NVE25677,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Lipid metabolism,ko00600,"GLB1, ELNR1, beta-galactosidase",00600 Sphingolipid metabolism
ko00531,NVE25677,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00531,"GLB1, ELNR1, beta-galactosidase",00531 Glycosaminoglycan degradation
ko00604,NVE25677,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00604,"GLB1, ELNR1, beta-galactosidase",00604 Glycosphingolipid biosynthesis - ganglio series
ko00511,NVE25677,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00511,"GLB1, ELNR1, beta-galactosidase",00511 Other glycan degradation
ko04142,NVE25677,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Cellular Processes,Transport and catabolism,ko04142,"GLB1, ELNR1, beta-galactosidase",04142 Lysosome
ko00052,NVE8160,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Carbohydrate metabolism,ko00052,"GLB1, ELNR1, beta-galactosidase",00052 Galactose metabolism
ko00600,NVE8160,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Lipid metabolism,ko00600,"GLB1, ELNR1, beta-galactosidase",00600 Sphingolipid metabolism
ko00531,NVE8160,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00531,"GLB1, ELNR1, beta-galactosidase",00531 Glycosaminoglycan degradation
ko00604,NVE8160,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00604,"GLB1, ELNR1, beta-galactosidase",00604 Glycosphingolipid biosynthesis - ganglio series
ko00511,NVE8160,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Metabolism,Glycan biosynthesis and metabolism,ko00511,"GLB1, ELNR1, beta-galactosidase",00511 Other glycan degradation
ko04142,NVE8160,K12309,GLB1; beta-galactosidase [EC:3.2.1.23],Cellular Processes,Transport and catabolism,ko04142,"GLB1, ELNR1, beta-galactosidase",04142 Lysosome
ko00511,NVE3563,K12311,MAN2B1; lysosomal alpha-mannosidase [EC:3.2.1.24],Metabolism,Glycan biosynthesis and metabolism,ko00511,"MAN2B1, LAMAN, lysosomal alpha-mannosidase",00511 Other glycan degradation
ko04142,NVE3563,K12311,MAN2B1; lysosomal alpha-mannosidase [EC:3.2.1.24],Cellular Processes,Transport and catabolism,ko04142,"MAN2B1, LAMAN, lysosomal alpha-mannosidase",04142 Lysosome
ko00052,NVE21887,K12316,GAA; lysosomal alpha-glucosidase [EC:3.2.1.20],Metabolism,Carbohydrate metabolism,ko00052,"GAA, lysosomal alpha-glucosidase",00052 Galactose metabolism
ko00500,NVE21887,K12316,GAA; lysosomal alpha-glucosidase [EC:3.2.1.20],Metabolism,Carbohydrate metabolism,ko00500,"GAA, lysosomal alpha-glucosidase",00500 Starch and sucrose metabolism
