"Pathway","cluster","KO","Description","Category","Family","KO.y","Name"
"04144 Endocytosis","NVE17642","K13649","FOLR; folate receptor","Cellular Processes","Transport and catabolism","ko04144","FOLR, folate receptor"
"04144 Endocytosis","NVE8122","K13649","FOLR; folate receptor","Cellular Processes","Transport and catabolism","ko04144","FOLR, folate receptor"
"04144 Endocytosis","NVE79","K13649","FOLR; folate receptor","Cellular Processes","Transport and catabolism","ko04144","FOLR, folate receptor"
"04144 Endocytosis","NVE5421","K13649","FOLR; folate receptor","Cellular Processes","Transport and catabolism","ko04144","FOLR, folate receptor"
"00514 Other types of O-glycan biosynthesis","NVE8961","K13667","RUMI; protein glucosyltransferase [EC:2.4.1.-]","Metabolism","Glycan biosynthesis and metabolism","ko00514","RUMI, KTELC1, protein glucosyltransferase"
"00514 Other types of O-glycan biosynthesis","NVE2469","K13667","RUMI; protein glucosyltransferase [EC:2.4.1.-]","Metabolism","Glycan biosynthesis and metabolism","ko00514","RUMI, KTELC1, protein glucosyltransferase"
"00514 Other types of O-glycan biosynthesis","NVE23026","K13675","B3GALTL; UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]","Metabolism","Glycan biosynthesis and metabolism","ko00514","B3GALTL, UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase"
"00514 Other types of O-glycan biosynthesis","NVE26020","K13676","GXYLT; UDP-xylose:glucoside alpha-1,3-xylosyltransferase [EC:2.4.2.-]","Metabolism","Glycan biosynthesis and metabolism","ko00514","GXYLT, UDP-xylose:glucoside alpha-1,3-xylosyltransferase"
"04923 Regulation of lipolysis in adipocyte","NVE9583","K13699","ABHD5; abhydrolase domain-containing protein 5 [EC:2.3.1.51]","Organismal Systems","Endocrine system","ko04923","ABHD5, CGI-58, abhydrolase domain-containing protein 5"
"04923 Regulation of lipolysis in adipocyte","NVE24522","K13699","ABHD5; abhydrolase domain-containing protein 5 [EC:2.3.1.51]","Organismal Systems","Endocrine system","ko04923","ABHD5, CGI-58, abhydrolase domain-containing protein 5"
"04723 Retrograde endocannabinoid signaling","NVE13211","K13700","ABHD6; abhydrolase domain-containing protein 6 [EC:3.1.1.23]","Organismal Systems","Nervous system","ko04723","ABHD6, abhydrolase domain-containing protein 6"
"04510 Focal adhesion","NVE6792","K13708","DOCK1; dedicator of cytokinesis protein 1","Cellular Processes","Cellular community - eukaryotes","ko04510","DOCK1, dedicator of cytokinesis"
"04810 Regulation of actin cytoskeleton","NVE6792","K13708","DOCK1; dedicator of cytokinesis protein 1","Cellular Processes","Cell motility","ko04810","DOCK1, dedicator of cytokinesis protein 1"
"04510 Focal adhesion","NVE20959","K13708","DOCK1; dedicator of cytokinesis protein 1","Cellular Processes","Cellular community - eukaryotes","ko04510","DOCK1, dedicator of cytokinesis"
"04810 Regulation of actin cytoskeleton","NVE20959","K13708","DOCK1; dedicator of cytokinesis protein 1","Cellular Processes","Cell motility","ko04810","DOCK1, dedicator of cytokinesis protein 1"
"04510 Focal adhesion","NVE14280","K13709","ARHGAP5; Rho GTPase-activating protein 5","Cellular Processes","Cellular community - eukaryotes","ko04510","ARHGAP5, Rho GTPase-activating protein"
"04670 Leukocyte transendothelial migration","NVE14280","K13709","ARHGAP5; Rho GTPase-activating protein 5","Organismal Systems","Immune system","ko04670","ARHGAP5, Rho GTPase-activating protein 5"
"04510 Focal adhesion","NVE14279","K13709","ARHGAP5; Rho GTPase-activating protein 5","Cellular Processes","Cellular community - eukaryotes","ko04510","ARHGAP5, Rho GTPase-activating protein"
"04670 Leukocyte transendothelial migration","NVE14279","K13709","ARHGAP5; Rho GTPase-activating protein 5","Organismal Systems","Immune system","ko04670","ARHGAP5, Rho GTPase-activating protein 5"
"04810 Regulation of actin cytoskeleton","NVE7255","K13710","ARHGEF7; Rho guanine nucleotide exchange factor 7","Cellular Processes","Cell motility","ko04810","ARHGEF7, PIXB, Rho guanine"
"04110 Cell cycle","NVE1766","K13728","MAD2L2; mitotic spindle assembly checkpoint protein MAD2B","Cellular Processes","Cell growth and death","ko04110","MAD2L2, mitotic spindle assembly checkpoint protein MAD2B"
"04114 Oocyte meiosis","NVE1766","K13728","MAD2L2; mitotic spindle assembly checkpoint protein MAD2B","Cellular Processes","Cell growth and death","ko04114","MAD2L2, mitotic spindle assembly"
"04914 Progesterone-mediated oocyte maturation","NVE1766","K13728","MAD2L2; mitotic spindle assembly checkpoint protein MAD2B","Organismal Systems","Endocrine system","ko04914","MAD2L2, mitotic spindle assembly"
"04110 Cell cycle","NVE11855","K13728","MAD2L2; mitotic spindle assembly checkpoint protein MAD2B","Cellular Processes","Cell growth and death","ko04110","MAD2L2, mitotic spindle assembly checkpoint protein MAD2B"
"04114 Oocyte meiosis","NVE11855","K13728","MAD2L2; mitotic spindle assembly checkpoint protein MAD2B","Cellular Processes","Cell growth and death","ko04114","MAD2L2, mitotic spindle assembly"
"04914 Progesterone-mediated oocyte maturation","NVE11855","K13728","MAD2L2; mitotic spindle assembly checkpoint protein MAD2B","Organismal Systems","Endocrine system","ko04914","MAD2L2, mitotic spindle assembly"
"00510 N-Glycan biosynthesis","NVE21724","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00510","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00513 Various types of N-glycan biosynthesis","NVE21724","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00513","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00510 N-Glycan biosynthesis","NVE13389","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00510","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00513 Various types of N-glycan biosynthesis","NVE13389","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00513","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00510 N-Glycan biosynthesis","NVE13506","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00510","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00513 Various types of N-glycan biosynthesis","NVE13506","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00513","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00510 N-Glycan biosynthesis","NVE12968","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00510","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00513 Various types of N-glycan biosynthesis","NVE12968","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00513","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00510 N-Glycan biosynthesis","NVE13537","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00510","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00513 Various types of N-glycan biosynthesis","NVE13537","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]","Metabolism","Glycan biosynthesis and metabolism","ko00513","MGAT4C, alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C"
"00230 Purine metabolism","NVE4254","K13755","PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]","Metabolism","Nucleotide metabolism","ko00230","PDE1, calcium/calmodulin-dependent 3p,5p-cyclic nucleotide phosphodiesterase"
"04020 Calcium signaling pathway","NVE4254","K13755","PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]","Environmental Information Processing","Signal transduction","ko04020","PDE1, calcium/calmodulin-dependent 3p,5p-cyclic nucleotide phosphodiesterase"
"04924 Renin secretion","NVE4254","K13755","PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]","Organismal Systems","Endocrine system","ko04924","PDE1, calcium/calmodulin-dependent 3p,5p-cyclic nucleotide phosphodiesterase"
"04740 Olfactory transduction","NVE4254","K13755","PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]","Organismal Systems","Sensory system","ko04740","PDE1, calcium/calmodulin-dependent 3p,5p-cyclic nucleotide phosphodiesterase"
"04742 Taste transduction","NVE4254","K13755","PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]","Organismal Systems","Sensory system","ko04742","PDE1, calcium/calmodulin-dependent 3p,5p-cyclic nucleotide phosphodiesterase"
"00230 Purine metabolism","NVE14474","K13761","PDE9; high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]","Metabolism","Nucleotide metabolism","ko00230","PDE9, high affinity cGMP-specific 3p,5p-cyclic phosphodiesterase 9"
"00230 Purine metabolism","NVE20082","K13763","PDE6N; cGMP-specific 3',5'-cyclic phosphodiesterase, invertebrate [EC:3.1.4.35]","Metabolism","Nucleotide metabolism","ko00230","PDE6N, cGMP-specific 3p,5p-cyclic phosphodiesterase, invertebrate"
"00900 Terpenoid backbone biosynthesis","NVE12023","K13787","idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]","Metabolism","Metabolism of terpenoids and polyketides","ko00900","idsA, geranylgeranyl diphosphate synthase, type I"
"00230 Purine metabolism","NVE11825","K13798","rpoB; DNA-directed RNA polymerase subunit B [EC:2.7.7.6]","Metabolism","Nucleotide metabolism","ko00230","K13798, rpoB, DNA-directed RNA polymerase subunit B"
"00240 Pyrimidine metabolism","NVE11825","K13798","rpoB; DNA-directed RNA polymerase subunit B [EC:2.7.7.6]","Metabolism","Nucleotide metabolism","ko00240","K13798, rpoB, DNA-directed RNA polymerase subunit B"
"03020 RNA polymerase","NVE11825","K13798","rpoB; DNA-directed RNA polymerase subunit B [EC:2.7.7.6]","Genetic Information Processing","Transcription","ko03020","K13798, rpoB, DNA-directed RNA polymerase subunit B"
"00240 Pyrimidine metabolism","NVE6339","K13800","CMPK1; UMP-CMP kinase [EC:2.7.4.14]","Metabolism","Nucleotide metabolism","ko00240","CMPK1, UMPK, UMP-CMP kinase"
"04925 Aldosterone synthesis and secretion","NVE14575","K13806","DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]","Organismal Systems","Endocrine system","ko04925","DAGL, sn1-specific diacylglycerol lipase"
"04723 Retrograde endocannabinoid signaling","NVE14575","K13806","DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]","Organismal Systems","Nervous system","ko04723","DAGL, sn1-specific diacylglycerol lipase"
"04745 Phototransduction - fly","NVE14575","K13806","DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]","Organismal Systems","Sensory system","ko04745","DAGL, sn1-specific diacylglycerol lipase"
"04925 Aldosterone synthesis and secretion","NVE17811","K13806","DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]","Organismal Systems","Endocrine system","ko04925","DAGL, sn1-specific diacylglycerol lipase"
"04723 Retrograde endocannabinoid signaling","NVE17811","K13806","DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]","Organismal Systems","Nervous system","ko04723","DAGL, sn1-specific diacylglycerol lipase"
"04745 Phototransduction - fly","NVE17811","K13806","DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]","Organismal Systems","Sensory system","ko04745","DAGL, sn1-specific diacylglycerol lipase"
"04745 Phototransduction - fly","NVE5474","K13807","PPEF; serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16]","Organismal Systems","Sensory system","ko04745","PPEF, PPP7C, serine/threonine-protein phosphatase with EF-hands"
"00920 Sulfur metabolism","NVE1226","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Energy metabolism","ko00920","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"00230 Purine metabolism","NVE1226","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Nucleotide metabolism","ko00230","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"00450 Selenocompound metabolism","NVE1226","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Metabolism of other amino acids","ko00450","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"00261 Monobactam biosynthesis","NVE1226","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Biosynthesis of other secondary metabolites","ko00261","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"00920 Sulfur metabolism","NVE1227","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Energy metabolism","ko00920","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"00230 Purine metabolism","NVE1227","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Nucleotide metabolism","ko00230","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"00450 Selenocompound metabolism","NVE1227","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Metabolism of other amino acids","ko00450","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"00261 Monobactam biosynthesis","NVE1227","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","Metabolism","Biosynthesis of other secondary metabolites","ko00261","PAPSS, 3p-phosphoadenosine 5p-phosphosulfate synthase"
"04145 Phagosome","NVE15412","K13813","STX12; syntaxin 12/13","Cellular Processes","Transport and catabolism","ko04145","STX12, STX13, syntaxin 12/13"
"04974 Protein digestion and absorption","NVE22232","K13868","SLC7A9; solute carrier family 7 (L-type amino acid transporter), member 9","Organismal Systems","Digestive system","ko04974","SLC7A9, BAT1, solute carrier"
"04974 Protein digestion and absorption","NVE20468","K13868","SLC7A9; solute carrier family 7 (L-type amino acid transporter), member 9","Organismal Systems","Digestive system","ko04974","SLC7A9, BAT1, solute carrier"
"04974 Protein digestion and absorption","NVE24640","K13868","SLC7A9; solute carrier family 7 (L-type amino acid transporter), member 9","Organismal Systems","Digestive system","ko04974","SLC7A9, BAT1, solute carrier"
"04974 Protein digestion and absorption","NVE4585","K13868","SLC7A9; solute carrier family 7 (L-type amino acid transporter), member 9","Organismal Systems","Digestive system","ko04974","SLC7A9, BAT1, solute carrier"
"04974 Protein digestion and absorption","NVE22233","K13868","SLC7A9; solute carrier family 7 (L-type amino acid transporter), member 9","Organismal Systems","Digestive system","ko04974","SLC7A9, BAT1, solute carrier"
"04974 Protein digestion and absorption","NVE23323","K13868","SLC7A9; solute carrier family 7 (L-type amino acid transporter), member 9","Organismal Systems","Digestive system","ko04974","SLC7A9, BAT1, solute carrier"
"04974 Protein digestion and absorption","NVE2328","K13868","SLC7A9; solute carrier family 7 (L-type amino acid transporter), member 9","Organismal Systems","Digestive system","ko04974","SLC7A9, BAT1, solute carrier"
"04970 Salivary secretion","NVE21470","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE4883","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE9105","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE20558","K13912","","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE2645","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE4179","K13912","","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE15525","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE13721","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE14091","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE18840","K13912","","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE6143","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE12374","K13912","DMBT1; deleted in malignant brain tumors 1 protein","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"04970 Salivary secretion","NVE20378","K13912","","Organismal Systems","Digestive system","ko04970","DMBT1, deleted in malignant brain tumors"
"03015 mRNA surveillance pathway","NVE25365","K13917","RNGTT; mRNA-capping enzyme [EC:2.7.7.50 3.6.1.-]","Genetic Information Processing","Translation","ko03015","RNGTT, mRNA-capping enzyme"
"01200 Carbon metabolism","NVE1375","K13937","H6PD; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]","Metabolism","Overview","ko01200","H6PD, hexose-6-phosphate dehydrogenase"
"00030 Pentose phosphate pathway","NVE1375","K13937","H6PD; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]","Metabolism","Carbohydrate metabolism","ko00030","H6PD, hexose-6-phosphate dehydrogenase"
"03460 Fanconi anemia pathway","NVE9561","K13960","UBE2T; ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]","Genetic Information Processing","Replication and repair","ko03460","UBE2T, HSPC150, ubiquitin-conjugating enzyme E2 T"
"03460 Fanconi anemia pathway","NVE1343","K13960","UBE2T; ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]","Genetic Information Processing","Replication and repair","ko03460","UBE2T, HSPC150, ubiquitin-conjugating enzyme E2 T"
"04141 Protein processing in endoplasmic reticulum","NVE9359","K13984","TXNDC5; thioredoxin domain-containing protein 5","Genetic Information Processing","Folding, sorting and degradation","ko04141","TXNDC5, ERP46, thioredoxin"
"04723 Retrograde endocannabinoid signaling","NVE463","K13985","NAPEPLD; N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]","Organismal Systems","Nervous system","ko04723","NAPEPLD, N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D"
"04723 Retrograde endocannabinoid signaling","NVE462","K13985","NAPEPLD; N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]","Organismal Systems","Nervous system","ko04723","NAPEPLD, N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D"
"00230 Purine metabolism","NVE15966","K13988","NUDT9; ADP-ribose pyrophosphatase [EC:3.6.1.13]","Metabolism","Nucleotide metabolism","ko00230","NUDT9, ADP-ribose pyrophosphatase"
"04141 Protein processing in endoplasmic reticulum","NVE3013","K13989","DERL2_3; Derlin-2/3","Genetic Information Processing","Folding, sorting and degradation","ko04141","DERL2_3, Derlin-2/3"
"00340 Histidine metabolism","NVE11935","K13990","FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]","Metabolism","Amino acid metabolism","ko00340","FTCD, glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase"
"00670 One carbon pool by folate","NVE11935","K13990","FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]","Metabolism","Metabolism of cofactors and vitamins","ko00670","FTCD, glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase"
"00340 Histidine metabolism","NVE11338","K13990","FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]","Metabolism","Amino acid metabolism","ko00340","FTCD, glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase"
"00670 One carbon pool by folate","NVE11338","K13990","FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]","Metabolism","Metabolism of cofactors and vitamins","ko00670","FTCD, glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase"
"04141 Protein processing in endoplasmic reticulum","NVE19531","K14000","RRBP1; ribosome-binding protein 1","Genetic Information Processing","Folding, sorting and degradation","ko04141","RRBP1, ribosome-binding protein"
"04141 Protein processing in endoplasmic reticulum","NVE24912","K14001","SIL1; nucleotide exchange factor SIL1","Genetic Information Processing","Folding, sorting and degradation","ko04141","SIL1, SLS1, nucleotide"
"04141 Protein processing in endoplasmic reticulum","NVE227","K14003","PREB; prolactin regulatory element-binding protein","Genetic Information Processing","Folding, sorting and degradation","ko04141","PREB, SEC12, prolactin"
"03013 RNA transport","NVE442","K14004","SEC13; protein transport protein SEC13","Genetic Information Processing","Translation","ko03013","SEC13, protein transport protein SEC13"
"04141 Protein processing in endoplasmic reticulum","NVE442","K14004","SEC13; protein transport protein SEC13","Genetic Information Processing","Folding, sorting and degradation","ko04141","SEC13, protein transport protein"
"04150 mTOR signaling pathway","NVE442","K14004","SEC13; protein transport protein SEC13","Environmental Information Processing","Signal transduction","ko04150","SEC13, protein transport protein SEC13"
"04141 Protein processing in endoplasmic reticulum","NVE20347","K14005","SEC31; protein transport protein SEC31","Genetic Information Processing","Folding, sorting and degradation","ko04141","SEC31, protein transport protein"
"04141 Protein processing in endoplasmic reticulum","NVE986","K14006","SEC23; protein transport protein SEC23","Genetic Information Processing","Folding, sorting and degradation","ko04141","SEC23, protein transport protein"
"04141 Protein processing in endoplasmic reticulum","NVE21987","K14007","SEC24; protein transport protein SEC24","Genetic Information Processing","Folding, sorting and degradation","ko04141","SEC24, protein transport protein"
"04141 Protein processing in endoplasmic reticulum","NVE22653","K14007","SEC24; protein transport protein SEC24","Genetic Information Processing","Folding, sorting and degradation","ko04141","SEC24, protein transport protein"
"04141 Protein processing in endoplasmic reticulum","NVE13984","K14009","BCAP31; B-cell receptor-associated protein 31","Genetic Information Processing","Folding, sorting and degradation","ko04141","BCAP31, BAP31, B-cell receptor-associated"
"04141 Protein processing in endoplasmic reticulum","NVE25371","K14010","TRAM1; translocating chain-associated membrane protein 1","Genetic Information Processing","Folding, sorting and degradation","ko04141","TRAM1, translocating chain-associated membrane"
"04141 Protein processing in endoplasmic reticulum","NVE25370","K14010","TRAM1; translocating chain-associated membrane protein 1","Genetic Information Processing","Folding, sorting and degradation","ko04141","TRAM1, translocating chain-associated membrane"
"04141 Protein processing in endoplasmic reticulum","NVE2020","K14012","SHP1; UBX domain-containing protein 1","Genetic Information Processing","Folding, sorting and degradation","ko04141","SHP1, UBX1, NSFL1C, UBX"
"04141 Protein processing in endoplasmic reticulum","NVE23335","K14014","SVIP; small VCP/p97-interacting protein","Genetic Information Processing","Folding, sorting and degradation","ko04141","SVIP, small VCP/p97-interacting protein"
"04141 Protein processing in endoplasmic reticulum","NVE22939","K14015","NPLOC4; nuclear protein localization protein 4 homolog","Genetic Information Processing","Folding, sorting and degradation","ko04141","NPLOC4, NPL4, nuclear protein"
"04141 Protein processing in endoplasmic reticulum","NVE5680","K14018","PLAA; phospholipase A-2-activating protein","Genetic Information Processing","Folding, sorting and degradation","ko04141","PLAA, DOA1, UFD3, phospholipase A-2-activating"
"04141 Protein processing in endoplasmic reticulum","NVE10258","K14018","PLAA; phospholipase A-2-activating protein","Genetic Information Processing","Folding, sorting and degradation","ko04141","PLAA, DOA1, UFD3, phospholipase A-2-activating"
"04141 Protein processing in endoplasmic reticulum","NVE14073","K14020","WFS1; wolfamin","Genetic Information Processing","Folding, sorting and degradation","ko04141","WFS1, wolfamin"
"04141 Protein processing in endoplasmic reticulum","NVE5079","K14021","","Genetic Information Processing","Folding, sorting and degradation","ko04141","BAK, BAK1, Bcl-2 homologous"
"04210 Apoptosis","NVE5079","K14021","","Cellular Processes","Cell growth and death","ko04210","BAK, BAK1, Bcl-2"
"04215 Apoptosis - multiple species","NVE5079","K14021","","Cellular Processes","Cell growth and death","ko04215","BAK, BAK1, Bcl-2"
"04141 Protein processing in endoplasmic reticulum","NVE155","K14021","BAK; Bcl-2 homologous antagonist/killer","Genetic Information Processing","Folding, sorting and degradation","ko04141","BAK, BAK1, Bcl-2 homologous"
"04210 Apoptosis","NVE155","K14021","BAK; Bcl-2 homologous antagonist/killer","Cellular Processes","Cell growth and death","ko04210","BAK, BAK1, Bcl-2"
"04215 Apoptosis - multiple species","NVE155","K14021","BAK; Bcl-2 homologous antagonist/killer","Cellular Processes","Cell growth and death","ko04215","BAK, BAK1, Bcl-2"
"04141 Protein processing in endoplasmic reticulum","NVE9018","K14025","SELS; selenoprotein S","Genetic Information Processing","Folding, sorting and degradation","ko04141","SELS, VIMP, selenoprotein S"
"04141 Protein processing in endoplasmic reticulum","NVE24947","K14026","SEL1; SEL1 protein","Genetic Information Processing","Folding, sorting and degradation","ko04141","SEL1, SEL1L, SEL1 protein"
"04972 Pancreatic secretion","NVE9185","K14077","TPCN2; two pore calcium channel protein 2","Organismal Systems","Digestive system","ko04972","TPCN2, two pore calcium channel"
"04972 Pancreatic secretion","NVE9184","K14077","TPCN2; two pore calcium channel protein 2","Organismal Systems","Digestive system","ko04972","TPCN2, two pore calcium channel"
"01230 Biosynthesis of amino acids","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Overview","ko01230","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00010 Glycolysis / Gluconeogenesis","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00010","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
